,Position,Track Name,Streams,Chart Start Date,Chart End Date,Album Name,Release Date,Artist,Features,Song Duration(ms),Explicit,Url
122,3," My Universe by Coldplay, BTS ","32,790,116",2021-09-24,2021-10-01,My Universe,2021-09-24,Coldplay,BTS,228000,False,https://open.spotify.com/track/3FeVmId7tL5YN8B7R3imoM
123,4, Heat Waves by Glass Animals ,"31,067,813",2021-09-24,2021-10-01,Dreamland (+ Bonus Levels),2020-08-06,Glass Animals,None,238805,False,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
124,5, Pepas by Farruko ,"29,289,287",2021-09-24,2021-10-01,Pepas,2021-06-24,Farruko,None,287120,True,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
125,6, Bad Habits by Ed Sheeran ,"29,024,050",2021-09-24,2021-10-01,Bad Habits,2021-06-25,Ed Sheeran,None,231041,False,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
126,7, Woman by Doja Cat ,"27,995,514",2021-09-24,2021-10-01,Planet Her,2021-06-25,Doja Cat,None,172626,True,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
127,8, Shivers by Ed Sheeran ,"26,022,703",2021-09-24,2021-10-01,Shivers,2021-09-13,Ed Sheeran,None,207853,False,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r
128,9, THATS WHAT I WANT by Lil Nas X ,"25,839,821",2021-09-24,2021-10-01,MONTERO,2021-09-17,Lil Nas X,None,143901,True,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
129,10, Beggin' by Måneskin ,"24,387,323",2021-09-24,2021-10-01,Chosen,2017-12-08,Måneskin,None,211560,False,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
130,11, good 4 u by Olivia Rodrigo ,"23,551,560",2021-09-24,2021-10-01,SOUR,2021-05-21,Olivia Rodrigo,None,178146,True,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
131,12, MONTERO (Call Me By Your Name) by Lil Nas X ,"23,544,094",2021-09-24,2021-10-01,MONTERO,2021-09-17,Lil Nas X,None,137704,True,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
132,13, Way 2 Sexy (with Future & Young Thug) by Drake ,"20,625,145",2021-09-24,2021-10-01,Certified Lover Boy,2021-09-03,Drake,"Future,Young Thug",257604,True,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
133,14, Need to Know by Doja Cat ,"20,494,448",2021-09-24,2021-10-01,Planet Her,2021-06-25,Doja Cat,None,210560,True,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
134,15, Happier Than Ever by Billie Eilish ,"19,975,909",2021-09-24,2021-10-01,Happier Than Ever,2021-07-30,Billie Eilish,None,298899,True,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
135,16, love nwantiti (ah ah ah) by CKay ,"19,974,579",2021-09-24,2021-10-01,CKay The First,2019-08-30,CKay,None,145800,True,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
136,17," Cold Heart - PNAU Remix by Elton John, Dua Lipa ","19,485,554",2021-09-24,2021-10-01,Cold Heart (PNAU Remix),2021-08-13,Elton John,"Dua Lipa,PNAU",202735,False,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
137,18, Life Goes On by Oliver Tree ,"19,268,564",2021-09-24,2021-10-01,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",2021-05-28,Oliver Tree,None,161803,False,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
138,19, Kiss Me More (feat. SZA) by Doja Cat ,"18,642,369",2021-09-24,2021-10-01,Planet Her,2021-06-25,Doja Cat,SZA,208666,True,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
139,20, Fair Trade (with Travis Scott) by Drake ,"16,714,273",2021-09-24,2021-10-01,Certified Lover Boy,2021-09-03,Drake,Travis Scott,291175,True,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
140,21, love nwantiti (feat. Dj Yo! & AX'EL) - Remix by CKay ,"16,305,632",2021-09-24,2021-10-01,love nwantiti (feat. Dj Yo! & AX'EL) [Remix],2021-09-09,CKay,"DJ Yo,AX'EL",188368,False,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU
141,22, Yonaguni by Bad Bunny ,"16,199,560",2021-09-24,2021-10-01,Yonaguni,2021-06-04,Bad Bunny,None,206710,True,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
142,23, Todo De Ti by Rauw Alejandro ,"15,778,535",2021-09-24,2021-10-01,VICE VERSA,2021-06-25,Rauw Alejandro,None,199604,True,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
143,24, Knife Talk (with 21 Savage ft. Project Pat) by Drake ,"15,077,355",2021-09-24,2021-10-01,Certified Lover Boy,2021-09-03,Drake,"21 Savage,Project Pat",242965,True,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
144,25," Volví by Aventura, Bad Bunny ","15,058,863",2021-09-24,2021-10-01,Volví,2021-08-03,Aventura,Bad Bunny,230125,True,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
145,26, traitor by Olivia Rodrigo ,"14,875,224",2021-09-24,2021-10-01,SOUR,2021-05-21,Olivia Rodrigo,None,229226,False,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
146,27, Levitating (feat. DaBaby) by Dua Lipa ,"14,800,239",2021-09-24,2021-10-01,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
147,28, LALISA by LISA ,"14,488,602",2021-09-24,2021-10-01,LALISA,2021-09-10,LISA,None,200689,False,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6
148,29," In Da Getto by J Balvin, Skrillex ","14,189,564",2021-09-24,2021-10-01,JOSE,2021-09-10,J Balvin,Skrillex,130666,False,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
149,30, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"13,613,633",2021-09-24,2021-10-01,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
150,1, STAY (with Justin Bieber) by The Kid LAROI ,"61,385,396",2021-09-17,2021-09-24,F*CK LOVE 3: OVER YOU,2021-07-23,The Kid LAROI,Justin Bieber,141805,True,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
151,2, INDUSTRY BABY (feat. Jack Harlow) by Lil Nas X ,"53,085,371",2021-09-17,2021-09-24,MONTERO,2021-09-17,Lil Nas X,Jack Harlow,212352,True,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk
152,3, THATS WHAT I WANT by Lil Nas X ,"32,546,474",2021-09-17,2021-09-24,MONTERO,2021-09-17,Lil Nas X,None,143901,True,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO
153,4, Heat Waves by Glass Animals ,"31,103,477",2021-09-17,2021-09-24,Dreamland (+ Bonus Levels),2020-08-06,Glass Animals,None,238805,False,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
154,5, Bad Habits by Ed Sheeran ,"30,276,896",2021-09-17,2021-09-24,Bad Habits,2021-06-25,Ed Sheeran,None,231041,False,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
155,6, Pepas by Farruko ,"30,119,703",2021-09-17,2021-09-24,Pepas,2021-06-24,Farruko,None,287120,True,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
156,7, Woman by Doja Cat ,"29,648,304",2021-09-17,2021-09-24,Planet Her,2021-06-25,Doja Cat,None,172626,True,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
157,8, MONTERO (Call Me By Your Name) by Lil Nas X ,"28,933,084",2021-09-17,2021-09-24,MONTERO,2021-09-17,Lil Nas X,None,137704,True,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W
158,9, Shivers by Ed Sheeran ,"27,138,539",2021-09-17,2021-09-24,Shivers,2021-09-13,Ed Sheeran,None,207853,False,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r
159,10, Beggin' by Måneskin ,"26,309,445",2021-09-17,2021-09-24,Chosen,2017-12-08,Måneskin,None,211560,False,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
160,11, good 4 u by Olivia Rodrigo ,"24,943,366",2021-09-17,2021-09-24,SOUR,2021-05-21,Olivia Rodrigo,None,178146,True,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
161,12, Way 2 Sexy (with Future & Young Thug) by Drake ,"23,088,866",2021-09-17,2021-09-24,Certified Lover Boy,2021-09-03,Drake,"Future,Young Thug",257604,True,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
162,13, Need to Know by Doja Cat ,"22,506,534",2021-09-17,2021-09-24,Planet Her,2021-06-25,Doja Cat,None,210560,True,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
163,14, Fair Trade (with Travis Scott) by Drake ,"20,658,947",2021-09-17,2021-09-24,Certified Lover Boy,2021-09-03,Drake,Travis Scott,291175,True,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
164,15, Kiss Me More (feat. SZA) by Doja Cat ,"19,826,752",2021-09-17,2021-09-24,Planet Her,2021-06-25,Doja Cat,SZA,208666,True,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
165,16, Happier Than Ever by Billie Eilish ,"19,263,184",2021-09-17,2021-09-24,Happier Than Ever,2021-07-30,Billie Eilish,None,298899,True,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
166,17, Life Goes On by Oliver Tree ,"18,234,742",2021-09-17,2021-09-24,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",2021-05-28,Oliver Tree,None,161803,False,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC
167,18," Cold Heart - PNAU Remix by Elton John, Dua Lipa ","17,171,664",2021-09-17,2021-09-24,Cold Heart (PNAU Remix),2021-08-13,Elton John,"Dua Lipa,PNAU",202735,False,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
168,19, Yonaguni by Bad Bunny ,"16,613,967",2021-09-17,2021-09-24,Yonaguni,2021-06-04,Bad Bunny,None,206710,True,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
169,20, Todo De Ti by Rauw Alejandro ,"16,491,457",2021-09-17,2021-09-24,VICE VERSA,2021-06-25,Rauw Alejandro,None,199604,True,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
170,21, Girls Want Girls (with Lil Baby) by Drake ,"15,925,804",2021-09-17,2021-09-24,Certified Lover Boy,2021-09-03,Drake,Lil Baby,221979,True,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
171,22, Knife Talk (with 21 Savage ft. Project Pat) by Drake ,"15,905,936",2021-09-17,2021-09-24,Certified Lover Boy,2021-09-03,Drake,"21 Savage,Project Pat",242965,True,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
172,23," Volví by Aventura, Bad Bunny ","15,694,072",2021-09-17,2021-09-24,Volví,2021-08-03,Aventura,Bad Bunny,230125,True,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
173,24, LALISA by LISA ,"15,577,524",2021-09-17,2021-09-24,LALISA,2021-09-10,LISA,None,200689,False,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6
174,25, Hurricane by Kanye West ,"15,167,133",2021-09-17,2021-09-24,Donda,2021-08-29,Kanye West,None,243187,False,https://open.spotify.com/track/0RbW8kWozrVSIGb4V13o0o
175,26, traitor by Olivia Rodrigo ,"15,165,886",2021-09-17,2021-09-24,SOUR,2021-05-21,Olivia Rodrigo,None,229226,False,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
176,27, Levitating (feat. DaBaby) by Dua Lipa ,"15,154,174",2021-09-17,2021-09-24,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
177,28," In Da Getto by J Balvin, Skrillex ","14,735,208",2021-09-17,2021-09-24,JOSE,2021-09-10,J Balvin,Skrillex,130666,False,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
178,29, Wildest Dreams (Taylor's Version) by Taylor Swift ,"14,592,123",2021-09-17,2021-09-24,Wildest Dreams (Taylor's Version),2021-09-17,Taylor Swift,None,220433,False,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
179,30, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"14,173,474",2021-09-17,2021-09-24,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
180,1, STAY (with Justin Bieber) by The Kid LAROI ,"62,413,082",2021-09-10,2021-09-17,F*CK LOVE 3: OVER YOU,2021-07-23,The Kid LAROI,Justin Bieber,141805,True,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
181,2, INDUSTRY BABY (feat. Jack Harlow) by Lil Nas X ,"41,902,868",2021-09-10,2021-09-17,INDUSTRY BABY (feat. Jack Harlow),2021-07-23,Lil Nas X,Jack Harlow,212000,True,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
182,3, Bad Habits by Ed Sheeran ,"31,351,285",2021-09-10,2021-09-17,Bad Habits,2021-06-25,Ed Sheeran,None,231041,False,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
183,4, Pepas by Farruko ,"29,676,719",2021-09-10,2021-09-17,Pepas,2021-06-24,Farruko,None,287120,True,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
184,5, Heat Waves by Glass Animals ,"28,688,699",2021-09-10,2021-09-17,Dreamland (+ Bonus Levels),2020-08-06,Glass Animals,None,238805,False,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
185,6, Woman by Doja Cat ,"28,542,372",2021-09-10,2021-09-17,Planet Her,2021-06-25,Doja Cat,None,172626,True,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
186,7, Beggin' by Måneskin ,"26,772,173",2021-09-10,2021-09-17,Chosen,2017-12-08,Måneskin,None,211560,False,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
187,8, good 4 u by Olivia Rodrigo ,"25,414,611",2021-09-10,2021-09-17,SOUR,2021-05-21,Olivia Rodrigo,None,178146,True,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
188,9, Fair Trade (with Travis Scott) by Drake ,"25,297,983",2021-09-10,2021-09-17,Certified Lover Boy,2021-09-03,Drake,Travis Scott,291175,True,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
189,10, Way 2 Sexy (with Future & Young Thug) by Drake ,"24,928,604",2021-09-10,2021-09-17,Certified Lover Boy,2021-09-03,Drake,"Future,Young Thug",257604,True,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
190,11, Shivers by Ed Sheeran ,"23,729,735",2021-09-10,2021-09-17,Shivers,2021-09-13,Ed Sheeran,None,207853,False,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r
191,12, Girls Want Girls (with Lil Baby) by Drake ,"23,379,545",2021-09-10,2021-09-17,Certified Lover Boy,2021-09-03,Drake,Lil Baby,221979,True,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
192,13, Need to Know by Doja Cat ,"23,196,486",2021-09-10,2021-09-17,Planet Her,2021-06-25,Doja Cat,None,210560,True,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
193,14, MONTERO (Call Me By Your Name) by Lil Nas X ,"20,710,480",2021-09-10,2021-09-17,MONTERO (Call Me By Your Name),2021-03-31,Lil Nas X,None,137875,True,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
194,15, Kiss Me More (feat. SZA) by Doja Cat ,"20,170,105",2021-09-10,2021-09-17,Planet Her,2021-06-25,Doja Cat,SZA,208666,True,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
195,16, Happier Than Ever by Billie Eilish ,"19,664,713",2021-09-10,2021-09-17,Happier Than Ever,2021-07-30,Billie Eilish,None,298899,True,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
196,17, Hurricane by Kanye West ,"19,370,230",2021-09-10,2021-09-17,Donda,2021-08-29,Kanye West,None,243187,False,https://open.spotify.com/track/0RbW8kWozrVSIGb4V13o0o
197,18, LALISA by LISA ,"18,455,241",2021-09-10,2021-09-17,LALISA,2021-09-10,LISA,None,200689,False,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6
198,19, Knife Talk (with 21 Savage ft. Project Pat) by Drake ,"18,375,341",2021-09-10,2021-09-17,Certified Lover Boy,2021-09-03,Drake,"21 Savage,Project Pat",242965,True,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
199,20, Todo De Ti by Rauw Alejandro ,"18,022,876",2021-09-10,2021-09-17,VICE VERSA,2021-06-25,Rauw Alejandro,None,199604,True,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
200,21, Yonaguni by Bad Bunny ,"17,195,763",2021-09-10,2021-09-17,Yonaguni,2021-06-04,Bad Bunny,None,206710,True,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
201,22," Volví by Aventura, Bad Bunny ","16,342,344",2021-09-10,2021-09-17,Volví,2021-08-03,Aventura,Bad Bunny,230125,True,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
202,23," In Da Getto by J Balvin, Skrillex ","15,971,386",2021-09-10,2021-09-17,JOSE,2021-09-10,J Balvin,Skrillex,130666,False,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
203,24," Qué Más Pues? by J Balvin, Maria Becerra ","15,384,428",2021-09-10,2021-09-17,JOSE,2021-09-10,J Balvin,Maria Becerra,217360,False,https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP
204,25, Levitating (feat. DaBaby) by Dua Lipa ,"15,279,109",2021-09-10,2021-09-17,Future Nostalgia,2020-03-27,Dua Lipa,DaBaby,203064,False,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
205,26, traitor by Olivia Rodrigo ,"14,922,433",2021-09-10,2021-09-17,SOUR,2021-05-21,Olivia Rodrigo,None,229226,False,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
206,27," Cold Heart - PNAU Remix by Elton John, Dua Lipa ","14,689,417",2021-09-10,2021-09-17,Cold Heart (PNAU Remix),2021-08-13,Elton John,"Dua Lipa,PNAU",202735,False,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
207,28, Peaches (feat. Daniel Caesar & Giveon) by Justin Bieber ,"14,439,357",2021-09-10,2021-09-17,Justice,2021-03-19,Justin Bieber,"Daniel Caesar,Giveon",198081,True,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
208,29, Take My Breath by The Weeknd ,"14,287,625",2021-09-10,2021-09-17,Take My Breath,2021-08-05,The Weeknd,None,220196,False,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
209,30, family ties (with Kendrick Lamar) by Baby Keem ,"14,079,036",2021-09-10,2021-09-17,The Melodic Blue,2021-09-10,Baby Keem,Kendrick Lamar,252262,True,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
210,1, STAY (with Justin Bieber) by The Kid LAROI ,"65,706,259",2021-09-03,2021-09-10,F*CK LOVE 3: OVER YOU,2021-07-23,The Kid LAROI,Justin Bieber,141805,True,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX
211,2, Girls Want Girls (with Lil Baby) by Drake ,"45,594,878",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,Lil Baby,221979,True,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
212,3, Fair Trade (with Travis Scott) by Drake ,"43,845,716",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,Travis Scott,291175,True,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
213,4, INDUSTRY BABY (feat. Jack Harlow) by Lil Nas X ,"42,154,185",2021-09-03,2021-09-10,INDUSTRY BABY (feat. Jack Harlow),2021-07-23,Lil Nas X,Jack Harlow,212000,True,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
214,5, Way 2 Sexy (with Future & Young Thug) by Drake ,"38,422,223",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,"Future,Young Thug",257604,True,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
215,6, Champagne Poetry by Drake ,"34,053,174",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,None,336511,True,https://open.spotify.com/track/2HSmyk2qMN8WQjuGhaQgCk
216,7, Bad Habits by Ed Sheeran ,"32,477,559",2021-09-03,2021-09-10,Bad Habits,2021-06-25,Ed Sheeran,None,231041,False,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE
217,8, Beggin' by Måneskin ,"29,650,985",2021-09-03,2021-09-10,Chosen,2017-12-08,Måneskin,None,211560,False,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e
218,9, Pepas by Farruko ,"29,585,088",2021-09-03,2021-09-10,Pepas,2021-06-24,Farruko,None,287120,True,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k
219,10, Knife Talk (with 21 Savage ft. Project Pat) by Drake ,"28,347,807",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,"21 Savage,Project Pat",242965,True,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
220,11, Woman by Doja Cat ,"27,507,841",2021-09-03,2021-09-10,Planet Her,2021-06-25,Doja Cat,None,172626,True,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
221,12, Papi’s Home by Drake ,"27,368,851",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,None,178623,True,https://open.spotify.com/track/6jy9yJfgCsMHdu2Oz4BGKX
222,13, Hurricane by Kanye West ,"27,212,883",2021-09-03,2021-09-10,Donda,2021-08-29,Kanye West,None,243187,False,https://open.spotify.com/track/0RbW8kWozrVSIGb4V13o0o
223,14, good 4 u by Olivia Rodrigo ,"26,877,818",2021-09-03,2021-09-10,SOUR,2021-05-21,Olivia Rodrigo,None,178146,True,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG
224,15, TSU by Drake ,"26,226,066",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,None,308755,True,https://open.spotify.com/track/4s7QLoImIwmPi9L6dq1nVW
225,16, In The Bible (with Lil Durk & Giveon) by Drake ,"26,043,915",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,"Lil Durk,Giveon",296568,True,https://open.spotify.com/track/61S79KIVA4I9FXbnsylEHT
226,17, Love All (with JAY-Z) by Drake ,"25,554,209",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,JAY-Z,228461,True,https://open.spotify.com/track/4VCbgIdr8ptegWeJpqLVHH
227,18, Need to Know by Doja Cat ,"25,440,855",2021-09-03,2021-09-10,Planet Her,2021-06-25,Doja Cat,None,210560,True,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi
228,19, Heat Waves by Glass Animals ,"24,827,159",2021-09-03,2021-09-10,Dreamland (+ Bonus Levels),2020-08-06,Glass Animals,None,238805,False,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
229,20, No Friends In The Industry by Drake ,"23,993,346",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,None,204346,True,https://open.spotify.com/track/2tUL6dZf1mywCj5WvCPZw6
230,21, Happier Than Ever by Billie Eilish ,"22,684,148",2021-09-03,2021-09-10,Happier Than Ever,2021-07-30,Billie Eilish,None,298899,True,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8
231,22," N 2 Deep by Drake, Future ","22,025,962",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,Future,273577,True,https://open.spotify.com/track/34D6FJysnQioVingDKufuf
232,23, MONTERO (Call Me By Your Name) by Lil Nas X ,"21,529,938",2021-09-03,2021-09-10,MONTERO (Call Me By Your Name),2021-03-31,Lil Nas X,None,137875,True,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
233,24, Kiss Me More (feat. SZA) by Doja Cat ,"20,896,669",2021-09-03,2021-09-10,Planet Her,2021-06-25,Doja Cat,SZA,208666,True,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz
234,25, Todo De Ti by Rauw Alejandro ,"19,097,158",2021-09-03,2021-09-10,VICE VERSA,2021-06-25,Rauw Alejandro,None,199604,True,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9
235,26, Pipe Down by Drake ,"18,888,249",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,None,205721,True,https://open.spotify.com/track/11pEKMLmavDu8fxOB5QjbQ
236,27, 7am On Bridle Path by Drake ,"18,180,843",2021-09-03,2021-09-10,Certified Lover Boy,2021-09-03,Drake,None,239635,True,https://open.spotify.com/track/42m3eP1JJhtzffal9B136J
